NO,store_order_code,order_date,store_delivery_code,delivery_date,store_name,address,total,total_with_discount,delivery_sts,discount_1,discount_2,discount_special,promotion_name,order_type,branch_name,salesman_name
264,FORD_231123_0121_NORM,2023-11-23,FDEL_231123_0117_NORM,2023-11-23,CH PHÁT,"231/51/29 Bình Tiên, P8, Q6",15590000,10290000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Minh
265,FORD_151123_0085_NORM,2023-11-15,FDEL_171123_0094_NORM,2023-11-17,BTR - CH HÒA - 0943117235,"???ng Ph?m Ng?c Th?o, M? Th?nh An B, Xã M? Th?nh An, TP B?n Tre",26950000,17787000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
266,FORD_151123_0081_NORM,2023-11-15,FDEL_211123_0108_NORM,2023-11-21,NHÂN VIÊN PKH,PKH Q7,333000,110000,Hoàn t?t,67,0,0,,1,CN Ho Chi Minh,SM2
267,FORD_201123_0108_NORM,2023-11-20,FDEL_201123_0102_NORM,2023-11-20,?I?N N??C ??NG TÂN (LIÊN H? CHÀNH TR??C KHI GIAO),"715A Hùng V??ng, Th? Tr?n Ch? Sê, Huy?n Ch? Sê, T?nh Gia Lai, Vi?t Nam",4600000,3036000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
268,FORD_211123_0113_NORM,2023-11-21,FDEL_211123_0109_NORM,2023-11-21,NHÂN VIÊN PKH,PKH Q7,111000,37000,Hoàn t?t,67,0,0,,1,CN Ho Chi Minh,SM2
269,FORD_151123_0086_NORM,2023-11-15,FDEL_211123_0110_NORM,2023-11-21,TI?M ?I?N TÀI,"211 A2 ??ng Kh?i , TP B?n tre",4948000,3266000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
270,FORD_201123_0107_NORM,2023-11-20,FDEL_211123_0111_NORM,2023-11-21,BTR - CH PH??C HOÀNG - 0965840939,"18A Tr??ng ??nh, ph??ng 6, TP B?n Tre, T?nh B?n Tre",13020000,8594000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
271,FORD_221123_0114_NORM,2023-11-22,FDEL_221123_0112_NORM,2023-11-22,CH VI?T PHÁT B?N TRE,"TL 883 ?p Giông Bông, Xã Th?i Lai Huy?n Bình ??i, T?nh B?n Tre (Ghi ngoài thùng: Giao Vi?t Phát)",3100000,2046000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
272,FORD_221123_0117_NORM,2023-11-22,FDEL_221123_0114_NORM,2023-11-22,CH NG?C CHÂU,"109(1Q) ?inh B? L?nh, P.15, Bình Th?nh",9280000,6125000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
273,FORD_161123_0092_NORM,2023-11-16,FDEL_171123_0089_NORM,2023-11-17,CTY TÂY NAM XANH,"246 248 Nguy?n B?nh Khiêm, R?ch Kiên Giang",12950000,8547000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
274,FORD_071123_0039_NORM,2023-11-07,FDEL_141123_0074_NORM,2023-11-14,CH H?NG PHÚC,"145/6 Xô Vi?t Ngh? T?nh, P.6, Sóc Tr?ng",4554000,3006000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
275,FORD_171123_0095_NORM,2023-11-17,FDEL_171123_0091_NORM,2023-11-17,CH NGÂN LIÊM,"401 QL 80, KP. Ngã Ba, TT. Kiên L??ng, Kiên Giang",5430000,3584000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
276,FORD_151123_0083_NORM,2023-11-15,FDEL_151123_0082_NORM,2023-11-15,CH HOÀNG D?NG,"15 Ngô Gia T?, Khóm 4, Ph??ng 6, TP. Sóc Tr?ng, T?nh Sóc Tr?ng ( Xu?t hóa ??n dán ngoài)",13685000,9033000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
277,FORD_151123_0082_NORM,2023-11-15,FDEL_151123_0081_NORM,2023-11-15,C?A HÀNG T?P NGUYÊN (XH? : D??NG NG?C H??NG),"08 Lý Bôn, Khóm 2, Ph??ng 2, TP. Cà Mau, T?nh Cà Mau",13150000,8679000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
278,FORD_161123_0087_NORM,2023-11-16,FDEL_161123_0084_NORM,2023-11-16,CH H?NG PHÚC,"145/6 Xô Vi?t Ngh? T?nh, P.6, Sóc Tr?ng",6960000,4594000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
279,FORD_141123_0075_NORM,2023-11-14,FDEL_141123_0075_NORM,2023-11-14,??I LÝ H?NG NHUNG,"174 Mai Th? H?ng H?nh, R?ch Giá",10910000,7201000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
280,FORD_041123_0022_NORM,2023-11-04,FDEL_131123_0064_NORM,2023-11-13,CH THU?N H?NG - KIÊN GIANG (?ÓNG BAO),"29 Nguy?n Chí Thanh, P.R?ch S?i, TP R?ch Giá, T?nh Kiên Giang",22830000,15068000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
281,FORD_121123_0064_NORM,2023-11-12,FDEL_131123_0067_NORM,2023-11-13,CTY TNHH THáI THI (S? TH? C?),"307 Lê Vi?t Thu?t, Thành ph? Vinh Ngh? An",13180000,8699000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
282,FORD_161123_0093_NORM,2023-11-16,FDEL_171123_0090_NORM,2023-11-17,CH TU?N ANH KG,"855 Nguy?n Trung Tr?c , P.An Bình , TP R?ch Giá, KG",11290000,7452000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
283,FORD_141123_0077_NORM,2023-11-14,FDEL_161123_0085_NORM,2023-11-16,C?A HÀNG S? HUÂN (LIÊN H? XE TR??C KHI GIAO - XU?T HÓA ??N LÊ V?N HUÂN),"02 Nguy?n Chí Thanh, ph??ng An Bình, Th? xã Buôn H?, t?nh ??k L?k",16590000,10950000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
284,FORD_151123_0084_NORM,2023-11-15,FDEL_151123_0083_NORM,2023-11-15,CH TH?Y VÂN,"446 Cách M?ng Tháng 8, P. Phú C??ng, Tp. Th? D?u M?t, T?nh Bình D??ng",2392000,1579000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
285,FORD_141123_0074_NORM,2023-11-14,FDEL_141123_0073_NORM,2023-11-14,C?A HÀNG QUANG VINH,"33/8 QL 13, KP. Trung, P. V?nh Phú, TP. Thu?n An, Bình D??ng",3105000,2050000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
286,FORD_131123_0066_NORM,2023-11-13,FDEL_141123_0076_NORM,2023-11-14,CH DUY ??T,"474 LÊ ??C TH?, P.17, GÒ V?P",9610000,6343000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
287,FORD_141123_0073_NORM,2023-11-14,FDEL_141123_0071_NORM,2023-11-14,CÔNG TY TNHH THI?T B? V? SINH KHA HOÀNG,"323 Võ V?n Ki?t, P.An Th?i, Q.Bình Th?y, TP.C?n Th?",3900000,2574000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
288,FORD_261023_0166_NORM,2023-10-26,FDEL_271023_0171_NORM,2023-10-27,??I LÝ NH?A BÌNH MINH THU?N LOAN ( ?óNG BAO G?N CHO CH? ),?p An Bình - Xã An Hi?p - Châu Thành - B?n Tre ( ??i di?n B?u ?i?n An Hi?p ),1160000,765600,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
289,FORD_281023_0186_NORM,2023-10-28,FDEL_011123_0001_NORM,2023-11-01,BTR - CH M? L? - 0941757731,"S? 221E ?p Bình Th?nh, xã Bình Phú, Thành ph? B?n Tre, t?nh B?n Tre",71345000,47087700,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
290,FORD_011123_0001_NORM,2023-11-01,FDEL_031123_0012_NORM,2023-11-03,BTR - CTY LIÊN ANH - 0945307087,548 ?p ph??c hòa. Xã phú an hòa. Châu thành . B?n tre,35840000,23654400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
291,FORD_031123_0014_NORM,2023-11-03,FDEL_031123_0014_NORM,2023-11-03,CH L?P THàNH PHáT,"366 Châu Th? Kim, P7, Tp Tân An, Long An",23105000,15249300,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
292,FORD_061123_0029_NORM,2023-11-06,FDEL_061123_0021_NORM,2023-11-06,CH KHÁNH HOÀNG,"177 Hu?nh T?n Phát, P.Tân Thu?n ?ông, Q7",4640000,3062400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
293,FORD_061123_0032_NORM,2023-11-06,FDEL_061123_0028_NORM,2023-11-06,?I?N N??C THÁI CHÂU,"S? 223 ???ng 835 ?p 2 xã Long Khê, huy?n C?n ???c, Long An ( ngã gã 3 Gò ?en ch?y t?i 4km bên trái)",2160000,1426000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
294,FORD_041123_0021_NORM,2023-11-04,FDEL_071123_0034_NORM,2023-11-07,CH ÁNH H?NG,"53 Tr?n Minh Châu , P5 , Tân An , Long An",4835000,3192000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
295,FORD_091123_0056_NORM,2023-11-09,FDEL_101123_0056_NORM,2023-11-10,CH TU?N TH?O,"51F1 Nguy?n Hu?, ph??ng Phú Kh??ng, Tp. B?n Tre",5930000,3914000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
296,FORD_071123_0038_NORM,2023-11-07,FDEL_071123_0036_NORM,2023-11-07,CH ?NG NH?A T?N PHÁT THANH PHONG ( KHÔNG GIAO TOA HÀNG ),"217 M?c ??nh Chi, ph??ng 4, TP. Sóc Tr?ng, T?nh Sóc Tr?ng",45276000,29883000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
297,FORD_091123_0054_NORM,2023-11-09,FDEL_091123_0055_NORM,2023-11-09,CH VÂN CH??NG,"81 L?c H?ng, Ph??ng V?nh L?c, TP R?ch Giá, Kiên Giang",35396000,23362000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
298,FORD_041123_0023_NORM,2023-11-04,FDEL_071123_0031_NORM,2023-11-07,C?A HÀNG HI?P Y?N,"150 ???ng Lê L?i, Ph??ng 4, Thành Ph? Tuy Hòa, T?nh Phú Yên",46010000,30367000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
299,FORD_071123_0040_NORM,2023-11-07,FDEL_071123_0037_NORM,2023-11-07,C?A HÀNG HI?P Y?N,"150 ???ng Lê L?i, Ph??ng 4, Thành Ph? Tuy Hòa, T?nh Phú Yên",4080000,2693000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
300,FORD_071123_0048_NORM,2023-11-07,FDEL_071123_0047_NORM,2023-11-07,C?A HÀNG TRUNG KIÊN ( KèM HóA ??N THEO HàNG),"196 Tr?n H?ng ??o, ph??ng 2, TP. Sóc Tr?ng, T?nh Sóc Tr?ng",31630000,20876000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
301,FORD_061123_0031_NORM,2023-11-06,FDEL_071123_0046_NORM,2023-11-07,B?I - CTY H?U LONG - 0983597177,"597 Tr?n H?ng ??o, P. Lê H?ng Phong, TP. Quy Nh?n, Bình ??nh",100340000,66225000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
302,FORD_031123_0016_NORM,2023-11-03,FDEL_071123_0032_NORM,2023-11-07,CÔNG TY TNHH D?CH V? TH??NG M?I NHÂN PHÁT,"318 Nguy?n Hu?, Th? tr?n Tuy Ph??c, Huy?n Tuy Ph??c, t?nh Bình ??nh, Vi?t Nam",3105000,2050000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
303,FORD_041123_0018_NORM,2023-11-04,FDEL_061123_0024_NORM,2023-11-06,CH KIM NGUYÊN,"213 Lê L?i, Ph??ng 5, TP. Tuy Hòa, T?nh Phú Yên",3940000,2601000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
304,FORD_301023_0193_NORM,2023-10-30,FDEL_301023_0183_NORM,2023-10-30,C?A HÀNG T?P NGUYÊN (XH? : D??NG NG?C H??NG),"08 Lý Bôn, Khóm 2, Ph??ng 2, TP. Cà Mau, T?nh Cà Mau",10375000,6847500,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
305,FORD_071123_0044_NORM,2023-11-07,FDEL_091123_0050_NORM,2023-11-09,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),"??a ch? m?i: 137/39/4A Tr?nh ?ình Tr?ng, phú trung, Tân phú. ??a ch? c? : 2B L??ng Th? Vinh, P.Tân Th?i Hòa, Q.Tân Phú. ??a ch? Qu?n 5: 96 Gò Công",38945000,25704000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
306,FORD_071123_0051_NORM,2023-11-07,FDEL_081123_0049_NORM,2023-11-08,CÔNG TY TNHH THI?T B? V? SINH KHA HOÀNG,"323 Võ V?n Ki?t, P.An Th?i, Q.Bình Th?y, TP.C?n Th?",5684000,3752000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
307,FORD_021123_0007_NORM,2023-11-02,FDEL_071123_0041_NORM,2023-11-07,THIÊN PHÚ,"355 Hùng V??ng, Ph??ng An L?c, TX Buôn H?, ??k L?k",7780000,5135000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
308,FORD_061123_0037_NORM,2023-11-06,FDEL_071123_0033_NORM,2023-11-07,CTY TNHH THÀNH ??NG,"114 Ph?m V?n Chiêu, Ph??ng 9, Qu?n Gò V?p, TP. H? Chí Minh",10840000,7155000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
309,FORD_041123_0019_NORM,2023-11-04,FDEL_061123_0025_NORM,2023-11-06,CH QU?C DUY,"296 Tô Hi?n Thành, P15, Q10, TP.HCM",1460000,964000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
310,FORD_061123_0025_NORM,2023-11-06,FDEL_061123_0022_NORM,2023-11-06,CH ??NG KHOA,"659 Th?ng Nh?t, P.13, Gò V?p",930000,613800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
311,FORD_071123_0043_NORM,2023-11-07,FDEL_071123_0038_NORM,2023-11-07,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),"??a ch? m?i: 137/39/4A Tr?nh ?ình Tr?ng, phú trung, Tân phú. ??a ch? c? : 2B L??ng Th? Vinh, P.Tân Th?i Hòa, Q.Tân Phú. ??a ch? Qu?n 5: 96 Gò Công",987000,652000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
312,FORD_041123_0020_NORM,2023-11-04,FDEL_041123_0017_NORM,2023-11-04,CH H?U PHÁT,"824 Võ V?n Ki?t, P.5, Qu?n 5",1216000,802560,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
313,FORD_061123_0034_NORM,2023-11-06,FDEL_071123_0030_NORM,2023-11-07,C?A HÀNG TI?P NGÀ (KHÔNG B? PHI?U XU?T HÀNG),"Ph? Ch??ng, Xã Lam S?n, Huy?n Thanh Mi?n, H?i D??ng",30000000,30000000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
314,FORD_301023_0188_NORM,2023-10-30,FDEL_301023_0179_NORM,2023-10-30,CH TR?N LIÊN H?NG,"124 Lý Th??ng Ki?t, Sóc Tr?ng (qua c?u R?ch Cây) (Xu?t hóa ??n dán ngoài)",14330000,9457800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
315,FORD_021123_0005_NORM,2023-11-02,FDEL_021123_0007_NORM,2023-11-02,CH HOÀNG D?NG,"15 Ngô Gia T?, Khóm 4, Ph??ng 6, TP. Sóc Tr?ng, T?nh Sóc Tr?ng ( Xu?t hóa ??n dán ngoài)",12045000,7949700,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
316,FORD_311023_0198_NORM,2023-10-31,FDEL_311023_0194_NORM,2023-10-31,CÔNG TY TNHH TRANG TRÍ N?I TH?T THÀNH H?NG,"S? 595 Lê H?ng Phong, Khóm 5, Ph??ng 3, Thành Ph? Sóc Tr?ng. T?nh Sóc Tr?ng",3660000,2415600,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
317,FORD_301023_0194_NORM,2023-10-30,FDEL_311023_0190_NORM,2023-10-31,CÔNG TY TNHH TRANG TRÍ N?I TH?T THÀNH H?NG,"S? 595 Lê H?ng Phong, Khóm 5, Ph??ng 3, Thành Ph? Sóc Tr?ng. T?nh Sóc Tr?ng",5000000,3300000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
318,FORD_021123_0009_NORM,2023-11-02,FDEL_041123_0016_NORM,2023-11-04,CH QU?C DUY,"296 Tô Hi?n Thành, P15, Q10, TP.HCM",8430000,5563800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
319,FORD_021123_0006_NORM,2023-11-02,FDEL_021123_0009_NORM,2023-11-02,C?A HÀNG THÀNH LONG,"280 Ph?m V?n Chiêu, Ph??ng 14, Qu?n Gò V?p, TP. H? Chí Minh",2679000,1768140,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
320,FORD_031123_0015_NORM,2023-11-03,FDEL_031123_0015_NORM,2023-11-03,C?A HÀNG QUANG HUY,"38 Hu?nh Thi?n L?c, Ph??ng Hòa Th?nh, Qu?n Tân Phú, Tp HCM",18680000,12328800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
321,FORD_021123_0011_NORM,2023-11-02,FDEL_031123_0013_NORM,2023-11-03,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),"??a ch? m?i: 137/39/4A Tr?nh ?ình Tr?ng, phú trung, Tân phú. ??a ch? c? : 2B L??ng Th? Vinh, P.Tân Th?i Hòa, Q.Tân Phú. ??a ch? Qu?n 5: 96 Gò Công",45559000,30068940,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
322,FORD_011123_0003_NORM,2023-11-01,FDEL_011123_0005_NORM,2023-11-01,C?A HÀNG THU HÀ ( HÀ SA),"79 Lê Du?n, xã ??k Mil, huy?n ??k Mil, t?nh ??k Nông",4540000,2996400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
323,FORD_241023_0154_NORM,2023-10-24,FDEL_251023_0144_NORM,2023-10-25,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",116000,116000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
324,FORD_261023_0164_NORM,2023-10-26,FDEL_261023_0155_NORM,2023-10-26,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",182000,182000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
325,FORD_261023_0180_NORM,2023-10-26,FDEL_271023_0167_NORM,2023-10-27,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",79000,79000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
326,FORD_011123_0004_NORM,2023-11-01,FDEL_011123_0006_NORM,2023-11-01,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",397000,397000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
327,FORD_301023_0192_NORM,2023-10-30,FDEL_311023_0189_NORM,2023-10-31,CH Y?N TUY?T,"200 Lê L?i, TP Tuy Hoà, Phú Yên",22742000,15009720,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
328,FORD_271023_0185_NORM,2023-10-27,FDEL_271023_0173_NORM,2023-10-27,CH H?NG PHÚC,"145/6 Xô Vi?t Ngh? T?nh, P.6, Sóc Tr?ng",16210000,10698600,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
329,FORD_301023_0189_NORM,2023-10-30,FDEL_301023_0180_NORM,2023-10-30,CH VÂN CH??NG,"81 L?c H?ng, Ph??ng V?nh L?c, TP R?ch Giá, Kiên Giang",11600000,7656000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
330,FORD_251023_0160_NORM,2023-10-25,FDEL_301023_0178_NORM,2023-10-30,CH NG?C CHÂU ( A MINH) - ?ÓNG THÙNG,"142 Lê Quang ??nh, P.14, Q.Bình Th?nh",9800000,6468000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
331,FORD_251023_0162_NORM,2023-10-25,FDEL_261023_0156_NORM,2023-10-26,C?A HàNG THI?T B? ?I?N N??C QUANG MINH,"476C1 Nguy?n Hu?, Ph??ng Phú Kh??ng, Tp. B?n Tre",6125000,4042500,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
332,FORD_271023_0184_NORM,2023-10-27,FDEL_271023_0174_NORM,2023-10-27,T?NG GIA,9-11 Nguy?n Th? Th?p Ph??ng Tân Phú Qu?n 7,3080000,2032800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
333,FORD_231023_0144_NORM,2023-10-23,FDEL_271023_0168_NORM,2023-10-27,BTR - CH CÔ VÂN - 0937541439,"10D Nguy?n Trung Tr?c, Ph??ng An H?i , TP B?n Tre",34960000,23073600,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
334,FORD_301023_0191_NORM,2023-10-30,FDEL_301023_0181_NORM,2023-10-30,NBE - CH HOÀNG LONG - 0903384741,"??a ch? m?i: ??i di?n 1960 HTP, ??a ch? c?: 59/2 hu?nh T?n Phát, KP6, Nhà Bè",3295000,2174700,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
335,FORD_251023_0155_NORM,2023-10-25,FDEL_251023_0145_NORM,2023-10-25,CH HOÀNG S?N,"166 Ph?m H?u L?u, Ph??ng Phú M?, Qu?n 7",3054000,2015640,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
336,FORD_311023_0201_NORM,2023-10-31,FDEL_311023_0196_NORM,2023-10-31,CH HOÀNG PH??NG B?C NINH - KHÔNG GIAO PHI?U XU?T ( XH?: CTY TNHH PH??NG HOÀNG XANH CPT ),"27 Lê ??c Th?, P V? Ninh, TP B?c Ninh",232000000,153120000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
337,FORD_251023_0159_NORM,2023-10-25,FDEL_311023_0186_NORM,2023-10-31,CH HOÀNG PH??NG B?C NINH - KHÔNG GIAO PHI?U XU?T ( XH?: CTY TNHH PH??NG HOÀNG XANH CPT ),"27 Lê ??c Th?, P V? Ninh, TP B?c Ninh",26400000,17424000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
338,FORD_311023_0200_NORM,2023-10-31,FDEL_311023_0195_NORM,2023-10-31,CH HOÀNG PH??NG B?C NINH - KHÔNG GIAO PHI?U XU?T ( XH?: CTY TNHH PH??NG HOÀNG XANH CPT ),"27 Lê ??c Th?, P V? Ninh, TP B?c Ninh",180000000,180000000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
339,FORD_311023_0199_NORM,2023-10-31,FDEL_311023_0192_NORM,2023-10-31,?A PH??C (CH?N NGHI?P C?) - ( XH? CTY TNHH DV TM SA?I GO?N NGUY?N - ?A PH??C),"Giao ? 64 ?a Ph??c, ?p 5, xã ?a Ph??c, huy?n Bình Chánh. 143 ?? Xuân H?p, Q2. A Nam 18 M?c C?u, P13, Q5. 028 3857 6611. ?c: 342/2 D??ng Bá Tr?c, P1, Q8",5850000,3861000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
340,FORD_301023_0195_NORM,2023-10-30,FDEL_311023_0185_NORM,2023-10-31,CH TH?Y VÂN,"446 Cách M?ng Tháng 8, P. Phú C??ng, Tp. Th? D?u M?t, T?nh Bình D??ng",11360000,7497600,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
341,FORD_301023_0196_NORM,2023-10-30,FDEL_311023_0191_NORM,2023-10-31,CH HOÀNG ÂN,"377E-377D Th?ng Nh?t, Ph??ng 11, Q. Gò V?p, TP.HCM",9754000,6437640,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
342,FORD_301023_0190_NORM,2023-10-30,FDEL_301023_0184_NORM,2023-10-30,?A PH??C (CH?N NGHI?P C?) - ( XH? CTY TNHH DV TM SA?I GO?N NGUY?N - ?A PH??C),"Giao ? 64 ?a Ph??c, ?p 5, xã ?a Ph??c, huy?n Bình Chánh. 143 ?? Xuân H?p, Q2. A Nam 18 M?c C?u, P13, Q5. 028 3857 6611. ?c: 342/2 D??ng Bá Tr?c, P1, Q8",3280000,2164800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
343,FORD_271023_0181_NORM,2023-10-27,FDEL_271023_0176_NORM,2023-10-27,C?A HÀNG ?I?N DUY (GIAO HÀNG GHI LÊN KI?N LÀ G?I MINH PHÚ M?),"166 ??c L?p, Ph??ng Phú M?, TX Phú M?, BRVT",3052000,2014320,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
344,FORD_251023_0157_NORM,2023-10-25,FDEL_251023_0153_NORM,2023-10-25,C?A HÀNG ?I?N N??C DUY TÂM,"519 Nguy?n V?n Kh?i, P8, qu?n Gò V?p",5270000,3478200,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
345,FORD_261023_0177_NORM,2023-10-26,FDEL_271023_0172_NORM,2023-10-27,CÔNG TY TNHH THI?T B? V? SINH KHA HOÀNG,"323 Võ V?n Ki?t, P.An Th?i, Q.Bình Th?y, TP.C?n Th?",4040000,2666400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
346,FORD_261023_0170_NORM,2023-10-26,FDEL_261023_0164_NORM,2023-10-26,"TÂN CHÂU (GIAO CHÀNH TH? ??C - GHI LÊN THÙNG ""CHÂU - S? BMT 0932799638, BMT, ??K L?K)","75 Nguy?n T?t Thành, Buôn Mê Thu?t. ??a ch? chành Th? ??c :Thu ??c 94 nguy?n duy d??ng p9 q5 ?091 3423795?)",18560000,12249600,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
347,FORD_201023_0131_NORM,2023-10-20,FDEL_251023_0148_NORM,2023-10-25,CH PH??C L?I (XH? TR?N TH? NHÂN),"90 Nguy?n An Ninh, P.Tân An, Q.Ninh Ki?u, TP. C?n Th?",6215000,4101900,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
