store_delivery_code,product_code,amount
1846,WT0015-6MIVCTM-6,50
1847,WT002N-6QUVCTR-6,100
1848,WT0003-6QUVLTR-6,90
1848,WT0017-6MOVCTR-6,100
1848,WT002M-6MOVCTR-6,100
1848,WT002N-6QUVCTR-6,70
1849,WT001L-6L2VHTR-1,80
1849,WT001Q-6HBVXTR-1,50
1850,WT000G-6L0VHTR-1,1000
1851,WT0018-6QUVCTR-6,240
1851,WT0019-6PIVCTR-3,80
1852,WT001I-6L0VHTR-1,25000
1853,WT0002-6MOVLTR-6,200
1854,WT000G-6L0VHTR-1,2000
1855,WT0003-6QUVLTR-6,120
1855,WT001Q-6HBVXTR-1,600
1855,WT001Y-6HSPDTR-1,200
1855,WT001Z-6HSPDTR-1,150
1855,WT0018-6QUVCTR-6,180
1855,WT002N-6QUVCTR-6,140
1856,WT000G-6L0VHTR-1,2000
1856,WT001I-6L0VHTR-1,5000
1857,WT00HA-7L0VHTR-6,2500
1858,WT001Q-6HBVXTR-1,50
1859,WT001R-6HBVXTM-1,50
1860,WT001I-6L0VHTR-1,500
1861,WT001L-6L2VHTR-1,50
1861,WT001Q-6HBVXTR-1,100
1861,WT001Y-6HSPDTR-1,30
1861,WT001Z-6HSPDTR-1,30
1861,WT0018-6QUVCTR-6,20
1862,WT0003-6QUVLTR-6,59
1862,WT001Q-6HBVXTR-1,51
1862,WT001W-6HSVSTR-1,50
1862,WT001Z-6HSPDTR-1,184
1862,WT0018-6QUVCTR-6,49
1863,WT001Q-6HBVXTR-1,150
1864,WT000B-6T0VHTR-1,50
1864,WT000G-6L0VHTR-1,100
1864,WT00HA-7L0VHTR-6,150
1865,WT0019-6PIVCTR-3,20
1866,WT0002-6MOVLTR-6,20
1866,WT0003-6QUVLTR-6,20
1866,WT001X-6HSPSTR-1,1
1866,WT0018-6QUVCTR-6,20
1866,WT005X-7HDDXTR-1,10
1867,WT002M-6MOVCTR-6,150
1868,WT001I-6L0VHTR-1,50
1869,WT001O-6HBVXTM-1,25
1869,WT0019-6PIVCTR-3,20
1870,WT001I-6L0VHTR-1,3200
1871,WT000G-6L0VHTR-1,10
1871,WT001I-6L0VHTR-1,10
1871,WT001Q-6HBVXTR-1,5
1871,WT001W-6HSVSTR-1,3
1871,WT001Y-6HSPDTR-1,10
1871,WT001Z-6HSPDTR-1,10
1871,WT0017-6MOVCTR-6,3
1871,WT0018-6QUVCTR-6,3
1871,WT001E-6K2V3TR-6,3
1871,WT002K-6MOV3TR-6,5
1871,WT005W-7HDDXTR-1,5
1871,WT005X-7HDDXTR-1,5
1872,WT0003-6QUVLTR-6,1
1872,WT002C-6HBVXXD-1,7
1873,WT001Q-6HBVXTR-1,10
1873,WT0017-6MOVCTR-6,5
1873,WT0018-6QUVCTR-6,5
1873,WT005X-7HDDXTR-1,10
1874,WT001Q-6HBVXTR-1,100
1875,WT001Y-6HSPDTR-1,30
1875,WT001Z-6HSPDTR-1,30
1876,WT0003-6QUVLTR-6,20
1876,WT001K-6L2VHTR-6,20
1877,WT000G-6L0VHTR-1,50
1877,WT001R-6HBVXTM-1,25
1877,WT00HA-7L0VHTR-6,100
1878,WT000D-6T0VHTR-1,20
1878,WT0033-7L0VHTR-6,20
1879,WT000G-6L0VHTR-1,8
1880,WT0033-7L0VHTR-6,2
1881,WT001R-6HBVXTM-1,10
1882,WT001E-6K2V3TR-6,50
1882,WT001G-6P0V2TR-3,50
1883,WT00HA-7L0VHTR-6,100
1884,WT001Q-6HBVXTR-1,100
1885,WT001E-6K2V3TR-6,50
1886,WT001R-6HBVXTM-1,150
1887,WT001Q-6HBVXTR-1,2
1887,WT001R-6HBVXTM-1,1
1887,WT001S-6HBPXTM-1,3
1887,WT0017-6MOVCTR-6,1
1887,WT002K-6MOV3TR-6,2
1887,WT0032-7T0VHTR-6,1
1888,WT0010-6HYVCMB-3,2
1889,WT00HA-7L0VHTR-6,1000
1890,WT0005-6CAVHTR-6,210
1890,WT001O-6HBVXTM-1,25
1890,WT001Z-6HSPDTR-1,50
1891,WT001R-6HBVXTM-1,100
1891,WT001S-6HBPXTM-1,80
1892,WT001R-6HBVXTM-1,6
1893,WT001Q-6HBVXTR-1,30
1893,WT001R-6HBVXTM-1,10
1894,WT001Y-6HSPDTR-1,50
1894,WT001Z-6HSPDTR-1,50
1895,WT0003-6QUVLTR-6,3
1895,WT001Q-6HBVXTR-1,1
1895,WT001S-6HBPXTM-1,1
1895,WT0018-6QUVCTR-6,2
1895,WT00HA-7L0VHTR-6,2
1896,WT0018-6QUVCTR-6,20
1897,WT001O-6HBVXTM-1,2
1898,WT0003-6QUVLTR-6,1
1898,WT001S-6HBPXTM-1,1
1898,WT0018-6QUVCTR-6,1
1898,WT002K-6MOV3TR-6,2
1899,WT001I-6L0VHTR-1,300
1900,WT001O-6HBVXTM-1,25
1901,WT0003-6QUVLTR-6,30
1901,WT001Q-6HBVXTR-1,50
1901,WT0018-6QUVCTR-6,60
1902,WT0002-6MOVLTR-6,1
1902,WT0003-6QUVLTR-6,2
1902,WT0005-6CAVHTR-6,1
1902,WT001I-6L0VHTR-1,1
1902,WT001K-6L2VHTR-6,1
1902,WT001T-6HBVXTK-1,1
1902,WT001U-6HBVXTX-1,1
1902,WT0018-6QUVCTR-6,1
1902,WT001E-6K2V3TR-6,6
1902,WT001G-6P0V2TR-3,1
1902,WT0038-7KAVHTM-6,1
1903,WT001R-6HBVXTM-1,1
1903,WT00HA-7L0VHTR-6,2
1904,WT0019-6PIVCTR-3,1
1904,WT002P-6PIVCTR-3,2
1905,WT0002-6MOVLTR-6,200
1905,WT001K-6L2VHTR-6,120
1905,WT0018-6QUVCTR-6,240
1906,WT001Q-6HBVXTR-1,100
1906,WT0018-6QUVCTR-6,120
1907,WT001O-6HBVXTM-1,5
1907,WT001P-6HBVXMT-1,5
1907,WT001R-6HBVXTM-1,5
1907,WT002Z-6KAVLMB-6,5
1907,WT0038-7KAVHTM-6,5
1908,WT000G-6L0VHTR-1,1000
1908,WT00HA-7L0VHTR-6,1000
1909,WT0002-6MOVLTR-6,120
1909,WT0018-6QUVCTR-6,180
1909,WT002K-6MOV3TR-6,200
1910,WT001Q-6HBVXTR-1,750
1911,WT001R-6HBVXTM-1,175
1912,WT0018-6QUVCTR-6,10
1913,WT0009-6QUVHTR-6,20
1913,WT001K-6L2VHTR-6,20
1913,WT001L-6L2VHTR-1,20
1914,WT001Q-6HBVXTR-1,30
1915,WT0002-6MOVLTR-6,20
1915,WT0003-6QUVLTR-6,20
1915,WT001Q-6HBVXTR-1,20
1915,WT001R-6HBVXTM-1,20
1915,WT0017-6MOVCTR-6,20
1915,WT0018-6QUVCTR-6,20
1915,WT00HA-7L0VHTR-6,50
1916,WT001Q-6HBVXTR-1,250
1916,WT0018-6QUVCTR-6,300
1916,WT002N-6QUVCTR-6,210
1917,WT0009-6QUVHTR-6,40
1917,WT001Y-6HSPDTR-1,80
1917,WT001Z-6HSPDTR-1,50
1917,WT002N-6QUVCTR-6,5
1917,WT00HA-7L0VHTR-6,50
1918,WT0003-6QUVLTR-6,150
1918,WT002N-6QUVCTR-6,20
1919,WT000D-6T0VHTR-1,120
1920,WT001O-6HBVXTM-1,250
1921,WT0002-6MOVLTR-6,4
1921,WT0003-6QUVLTR-6,3
1921,WT0004-6VIVLTR-6,4
1921,WT0005-6CAVHTR-6,3
1921,WT001O-6HBVXTM-1,2
1921,WT001Y-6HSPDTR-1,10
1921,WT001Z-6HSPDTR-1,10
1921,WT0017-6MOVCTR-6,3
1921,WT0018-6QUVCTR-6,3
1921,WT0019-6PIVCTR-3,3
1921,WT0034-7HBVXTR-1,5
1922,WT00HA-7L0VHTR-6,500
1923,WT0003-6QUVLTR-6,30
1923,WT001O-6HBVXTM-1,25
1924,WT001Y-6HSPDTR-1,200
1924,WT001Z-6HSPDTR-1,200
1925,WT001Q-6HBVXTR-1,400
1925,WT001U-6HBVXTX-1,100
1925,WT0017-6MOVCTR-6,250
1925,WT0018-6QUVCTR-6,300
1926,WT001Q-6HBVXTR-1,50
1926,WT0018-6QUVCTR-6,20
1926,WT0034-7HBVXTR-1,50
1927,WT0003-6QUVLTR-6,90
1927,WT0018-6QUVCTR-6,60
1928,WT0018-6QUVCTR-6,20
1929,WT0002-6MOVLTR-6,20
1929,WT0003-6QUVLTR-6,20
1929,WT001Q-6HBVXTR-1,30
1929,WT0017-6MOVCTR-6,20
1929,WT0018-6QUVCTR-6,20
1929,WT001E-6K2V3TR-6,20
1930,WT001Q-6HBVXTR-1,20
1931,WT0003-6QUVLTR-6,90
1931,WT001R-6HBVXTM-1,50
1932,WT0018-6QUVCTR-6,60
1932,WT0034-7HBVXTR-1,10
1933,WT00HA-7L0VHTR-6,500
1934,WT001Q-6HBVXTR-1,100
1935,WT00HA-7L0VHTR-6,100
1936,WT001Q-6HBVXTR-1,10
1937,WT001Q-6HBVXTR-1,20
1938,WT001R-6HBVXTM-1,100
1939,WT001Q-6HBVXTR-1,100
1939,WT0018-6QUVCTR-6,100
1939,WT0034-7HBVXTR-1,100
1940,WT001R-6HBVXTM-1,20
1941,WT001Q-6HBVXTR-1,100
1941,WT0018-6QUVCTR-6,60
1942,WT001Q-6HBVXTR-1,20
1942,WT0018-6QUVCTR-6,15
1942,WT002N-6QUVCTR-6,10
1943,WT001G-6P0V2TR-3,650
1943,WT001H-6P2V3TR-3,650
1944,WT0002-6MOVLTR-6,30
1944,WT001R-6HBVXTM-1,50
1944,WT001Y-6HSPDTR-1,50
1944,WT001Z-6HSPDTR-1,50
1944,WT0017-6MOVCTR-6,40
1944,WT002M-6MOVCTR-6,10
1945,WT0002-6MOVLTR-6,80
1946,WT0003-6QUVLTR-6,180
1946,WT001R-6HBVXTM-1,150
1946,WT0018-6QUVCTR-6,120
1947,WT001T-6HBVXTK-1,50
1948,WT0003-6QUVLTR-6,60
1948,WT001L-6L2VHTR-1,40
1949,WT001Q-6HBVXTR-1,50
1949,WT001U-6HBVXTX-1,50
1950,WT001R-6HBVXTM-1,50
1951,WT001R-6HBVXTM-1,25
1952,WT001O-6HBVXTM-1,10
1952,WT001P-6HBVXMT-1,10
1952,WT001Q-6HBVXTR-1,50
1952,WT001Z-6HSPDTR-1,100
1952,WT0012-6HYVCMB-3,10
1952,WT002K-6MOV3TR-6,10
1953,WT0018-6QUVCTR-6,1
1954,WT0004-6VIVLTR-6,10
1954,WT001U-6HBVXTX-1,15
1954,WT0010-6HYVCMB-3,3
1954,WT0034-7HBVXTR-1,10
1955,WT001Q-6HBVXTR-1,10
1955,WT002K-6MOV3TR-6,15
1956,WT001O-6HBVXTM-1,2
1956,WT002N-6QUVCTR-6,4
1957,WT001Q-6HBVXTR-1,20
1958,WT001M-6VIVHTR-6,160
1958,WT001W-6HSVSTR-1,120
1959,WT0020-6KAVLTM-6,30
1960,WT0002-6MOVLTR-6,100
1960,WT0003-6QUVLTR-6,120
1960,WT001M-6VIVHTR-6,50
1960,WT001P-6HBVXMT-1,100
1960,WT001R-6HBVXTM-1,200
1960,WT001W-6HSVSTR-1,150
1960,WT001Y-6HSPDTR-1,2000
1960,WT001Z-6HSPDTR-1,1200
1960,WT0017-6MOVCTR-6,200
1960,WT0018-6QUVCTR-6,200
1960,WT001H-6P2V3TR-3,200
1961,WT0004-6VIVLTR-6,100
1962,WT001M-6VIVHTR-6,100
1962,WT001X-6HSPSTR-1,150
1963,WT000G-6L0VHTR-1,500
1963,WT001I-6L0VHTR-1,1250
1964,WT001R-6HBVXTM-1,250
1965,WT0003-6QUVLTR-6,210
1965,WT001K-6L2VHTR-6,120
1965,WT001P-6HBVXMT-1,25
1965,WT001Y-6HSPDTR-1,1040
1965,WT0010-6HYVCMB-3,60
1965,WT0012-6HYVCMB-3,30
1965,WT002M-6MOVCTR-6,280
1965,WT002N-6QUVCTR-6,350
1965,WT0020-6KAVLTM-6,105
1966,WT000G-6L0VHTR-1,2500
1967,WT000G-6L0VHTR-1,50
1967,WT001I-6L0VHTR-1,50
1968,WT001M-6VIVHTR-6,10
1968,WT001Q-6HBVXTR-1,30
1968,WT001X-6HSPSTR-1,20
1968,WT001Y-6HSPDTR-1,50
1968,WT001Z-6HSPDTR-1,50
1968,WT0018-6QUVCTR-6,10
1969,WT0002-6MOVLTR-6,6
1969,WT0003-6QUVLTR-6,30
1969,WT0005-6CAVHTR-6,37
1969,WT001K-6L2VHTR-6,40
1969,WT001M-6VIVHTR-6,10
1969,WT001R-6HBVXTM-1,25
1969,WT001V-6HSVSTR-3,12
1969,WT001X-6HSPSTR-1,10
1969,WT001G-6P0V2TR-3,20
1969,WT00HA-7L0VHTR-6,50
1970,WT001M-6VIVHTR-6,20
1970,WT001V-6HSVSTR-3,12
1970,WT001X-6HSPSTR-1,10
1970,WT0020-6KAVLTM-6,5
1971,WT001M-6VIVHTR-6,100
1971,WT001V-6HSVSTR-3,50
1971,WT001W-6HSVSTR-1,100
1972,WT001X-6HSPSTR-1,15
1973,WT001V-6HSVSTR-3,20
1974,WT001R-6HBVXTM-1,125
1974,WT001Y-6HSPDTR-1,240
1974,WT002K-6MOV3TR-6,240
1974,WT0020-6KAVLTM-6,45
1975,WT000G-6L0VHTR-1,500
1975,WT00HA-7L0VHTR-6,500
1976,WT001M-6VIVHTR-6,150
1976,WT001V-6HSVSTR-3,120
1976,WT001W-6HSVSTR-1,260
1976,WT001X-6HSPSTR-1,65
1977,WT001Q-6HBVXTR-1,200
1977,WT001W-6HSVSTR-1,80
1977,WT001Y-6HSPDTR-1,320
1977,WT002M-6MOVCTR-6,210
1978,WT000G-6L0VHTR-1,3500
1979,WT0003-6QUVLTR-6,90
1979,WT0005-6CAVHTR-6,140
1979,WT0009-6QUVHTR-6,400
1979,WT001K-6L2VHTR-6,400
1979,WT001M-6VIVHTR-6,95
1979,WT001W-6HSVSTR-1,200
1979,WT0018-6QUVCTR-6,180
1979,WT002K-6MOV3TR-6,200
1980,WT0004-6VIVLTR-6,40
1981,WT001M-6VIVHTR-6,5
1981,WT001R-6HBVXTM-1,5
1981,WT001V-6HSVSTR-3,5
1981,WT001X-6HSPSTR-1,5
1981,WT0020-6KAVLTM-6,2
1982,WT001R-6HBVXTM-1,50
1982,WT001V-6HSVSTR-3,24
1982,WT0017-6MOVCTR-6,50
1983,WT001Q-6HBVXTR-1,20
1983,WT001X-6HSPSTR-1,20
1983,WT0017-6MOVCTR-6,20
1984,WT001Y-6HSPDTR-1,400
1984,WT0010-6HYVCMB-3,12
1984,WT0012-6HYVCMB-3,10
1984,WT0018-6QUVCTR-6,40
1984,WT002N-6QUVCTR-6,40
1984,WT002F-6HYVCMB-3,15
1984,WT003G-7QUVCMB-6,10
1984,WT003H-7QUVCMB-6,10
1985,WT001I-6L0VHTR-1,400
1986,WT001R-6HBVXTM-1,25
1987,WT001O-6HBVXTM-1,1
1988,WT001Y-6HSPDTR-1,300
1988,WT0018-6QUVCTR-6,120
1989,WT000B-6T0VHTR-1,50
1989,WT000G-6L0VHTR-1,50
1989,WT001I-6L0VHTR-1,50
1989,WT0018-6QUVCTR-6,15
1989,WT001G-6P0V2TR-3,17
1990,WT001R-6HBVXTM-1,50
1990,WT001V-6HSVSTR-3,100
1991,WT001Q-6HBVXTR-1,10
1991,WT001W-6HSVSTR-1,10
1992,WT001Y-6HSPDTR-1,80
1992,WT001Z-6HSPDTR-1,60
1992,WT00HA-7L0VHTR-6,50
1993,WT001Q-6HBVXTR-1,50
1993,WT001R-6HBVXTM-1,50
1993,WT001V-6HSVSTR-3,17
1994,WT000B-6T0VHTR-1,200
1995,WT0003-6QUVLTR-6,15
1995,WT001W-6HSVSTR-1,120
1995,WT0018-6QUVCTR-6,120
1996,WT001Q-6HBVXTR-1,20
1997,WT0010-6HYVCMB-3,356
1997,WT0012-6HYVCMB-3,294
1998,WT0018-6QUVCTR-6,300
1998,WT002N-6QUVCTR-6,300
1999,WT0020-6KAVLTM-6,100
2000,WT002M-6MOVCTR-6,350
2001,WT0003-6QUVLTR-6,12
2001,WT001W-6HSVSTR-1,10
2002,WT00HA-7L0VHTR-6,500
2003,WT0018-6QUVCTR-6,240
2004,WT001W-6HSVSTR-1,20
2004,WT003F-7QUVLMB-6,20
2005,WT001Q-6HBVXTR-1,50
2006,WT00HA-7L0VHTR-6,6500
2007,WT001R-6HBVXTM-1,100
2007,WT001Y-6HSPDTR-1,50
2007,WT0017-6MOVCTR-6,50
2008,WT0018-6QUVCTR-6,1
2009,WT001R-6HBVXTM-1,125
2009,WT002K-6MOV3TR-6,217
2009,WT002N-6QUVCTR-6,11
2010,WT0018-6QUVCTR-6,20
2010,WT003H-7QUVCMB-6,20
2011,WT001K-6L2VHTR-6,20
2011,WT001Q-6HBVXTR-1,50
2011,WT001Y-6HSPDTR-1,10
2011,WT001Z-6HSPDTR-1,16
2011,WT00HA-7L0VHTR-6,50
2012,WT0015-6MIVCTM-6,25
2012,WT0017-6MOVCTR-6,25
2012,WT0018-6QUVCTR-6,25
2012,WT002Z-6KAVLMB-6,10
2012,WT0020-6KAVLTM-6,13
2012,WT003H-7QUVCMB-6,25
2013,WT001Q-6HBVXTR-1,50
2013,WT001W-6HSVSTR-1,40
2014,WT0018-6QUVCTR-6,10
2014,WT003H-7QUVCMB-6,10
2015,WT001I-6L0VHTR-1,15
2015,WT001Q-6HBVXTR-1,10
2016,WT0018-6QUVCTR-6,5
2016,WT003H-7QUVCMB-6,5
2017,WT001R-6HBVXTM-1,150
2018,WT001I-6L0VHTR-1,100
2019,WT001K-6L2VHTR-6,40
2019,WT001P-6HBVXMT-1,50
2019,WT001Q-6HBVXTR-1,50
2019,WT001R-6HBVXTM-1,50
2019,WT001W-6HSVSTR-1,80
2019,WT001Y-6HSPDTR-1,80
2019,WT0034-7HBVXTR-1,50
2020,WT001H-6P2V3TR-3,65
2021,WT003H-7QUVCMB-6,1
2022,WT0031-7QUVHTR-6,3
2023,WT001R-6HBVXTM-1,20
2024,WT0033-7L0VHTR-6,1
2025,WT0003-6QUVLTR-6,5
2025,WT001X-6HSPSTR-1,5
2025,WT003L-7ABBXTR-1,3
2026,WT001L-6L2VHTR-1,20
2026,WT001R-6HBVXTM-1,25
2027,WT001T-6HBVXTK-1,1
2028,WT001O-6HBVXTM-1,35
2029,WT001Q-6HBVXTR-1,100
2030,WT001Q-6HBVXTR-1,50
2031,WT000G-6L0VHTR-1,300
2031,WT00HA-7L0VHTR-6,700
2032,WT000G-6L0VHTR-1,300
2033,WT00HA-7L0VHTR-6,200
2034,WT0009-6QUVHTR-6,80
2034,WT001K-6L2VHTR-6,40
2034,WT001R-6HBVXTM-1,100
2034,WT0018-6QUVCTR-6,60
2035,WT001K-6L2VHTR-6,50
2035,WT0017-6MOVCTR-6,30
2035,WT0018-6QUVCTR-6,30
2035,WT00HA-7L0VHTR-6,300
2036,WT003F-7QUVLMB-6,50
2037,WT001Y-6HSPDTR-1,50
2037,WT0018-6QUVCTR-6,10
2037,WT00HA-7L0VHTR-6,43
2038,WT003F-7QUVLMB-6,10
2039,WT001P-6HBVXMT-1,4
2039,WT001Q-6HBVXTR-1,20
2039,WT001R-6HBVXTM-1,10
2039,WT0034-7HBVXTR-1,10
2040,WT0034-7HBVXTR-1,250
2041,WT001Q-6HBVXTR-1,10
2041,WT0017-6MOVCTR-6,5
2041,WT0018-6QUVCTR-6,15
2042,WT001O-6HBVXTM-1,3
2042,WT002K-6MOV3TR-6,3
2043,WT000B-6T0VHTR-1,2500
2043,WT000G-6L0VHTR-1,6500
2043,WT001I-6L0VHTR-1,13200
2044,WT001Q-6HBVXTR-1,300
2044,WT001Y-6HSPDTR-1,1000
2044,WT0017-6MOVCTR-6,150
2045,WT0017-6MOVCTR-6,50
2046,WT0003-6QUVLTR-6,1
2046,WT0009-6QUVHTR-6,5
2046,WT0018-6QUVCTR-6,30
2046,WT002Z-6KAVLMB-6,5
2046,WT0035-7KAVHMB-6,5
2046,WT003H-7QUVCMB-6,30
2047,WT0018-6QUVCTR-6,20
2047,WT003H-7QUVCMB-6,20
2048,WT00HA-7L0VHTR-6,300
2049,WT001Q-6HBVXTR-1,10
2049,WT001T-6HBVXTK-1,10
2049,WT001U-6HBVXTX-1,10
2050,WT001Q-6HBVXTR-1,100
2051,WT001Q-6HBVXTR-1,50
2052,WT001Q-6HBVXTR-1,50
2053,WT001R-6HBVXTM-1,150
2054,WT0034-7HBVXTR-1,20
2055,WT001S-6HBPXTM-1,100
2056,WT0003-6QUVLTR-6,20
2056,WT001M-6VIVHTR-6,20
2056,WT001S-6HBPXTM-1,130
2056,WT001V-6HSVSTR-3,20
2057,WT001Q-6HBVXTR-1,500
2057,WT001W-6HSVSTR-1,40
2058,WT001L-6L2VHTR-1,10
2058,WT001O-6HBVXTM-1,3
2058,WT001P-6HBVXMT-1,3
2058,WT001Q-6HBVXTR-1,10
2058,WT001V-6HSVSTR-3,3
2058,WT001W-6HSVSTR-1,5
2058,WT0018-6QUVCTR-6,3
2059,WT0003-6QUVLTR-6,5
2059,WT0009-6QUVHTR-6,5
2059,WT0018-6QUVCTR-6,5
2059,WT002Z-6KAVLMB-6,5
2059,WT0035-7KAVHMB-6,5
2059,WT003H-7QUVCMB-6,5
2060,WT0009-6QUVHTR-6,10
2060,WT001M-6VIVHTR-6,10
2060,WT001Q-6HBVXTR-1,10
2060,WT001S-6HBPXTM-1,20
2060,WT001V-6HSVSTR-3,5
2061,WT0003-6QUVLTR-6,5
2061,WT001K-6L2VHTR-6,3
2061,WT001M-6VIVHTR-6,5
2061,WT001Q-6HBVXTR-1,10
2061,WT001W-6HSVSTR-1,5
2061,WT0018-6QUVCTR-6,5
2062,WT000G-6L0VHTR-1,500
2062,WT001I-6L0VHTR-1,500
2063,WT001M-6VIVHTR-6,50
2063,WT001Q-6HBVXTR-1,300
2063,WT001V-6HSVSTR-3,12
2063,WT001W-6HSVSTR-1,40
2063,WT0017-6MOVCTR-6,50
2063,WT001G-6P0V2TR-3,80
2063,WT002N-6QUVCTR-6,70
2064,WT001S-6HBPXTM-1,30
2065,WT0003-6QUVLTR-6,4
2066,WT001K-6L2VHTR-6,20
2066,WT001Q-6HBVXTR-1,100
2066,WT001U-6HBVXTX-1,10
2066,WT001W-6HSVSTR-1,50
2066,WT001X-6HSPSTR-1,5
2066,WT001Y-6HSPDTR-1,50
2067,WT001S-6HBPXTM-1,20
2068,WT005X-7HDDXTR-1,10
2069,WT0003-6QUVLTR-6,20
2069,WT001M-6VIVHTR-6,80
2070,WT001S-6HBPXTM-1,80
2071,WT0002-6MOVLTR-6,30
2071,WT0003-6QUVLTR-6,30
2072,WT0015-6MIVCTM-6,45
2073,WT0003-6QUVLTR-6,50
2073,WT0009-6QUVHTR-6,160
2073,WT0017-6MOVCTR-6,50
2073,WT002N-6QUVCTR-6,100
2073,WT003E-7QUVHMB-6,200
2073,WT003F-7QUVLMB-6,193
2073,WT003G-7QUVCMB-6,100
2073,WT003H-7QUVCMB-6,100
2074,WT0002-6MOVLTR-6,50
2074,WT001Q-6HBVXTR-1,1300
2074,WT001S-6HBPXTM-1,500
2075,WT001S-6HBPXTM-1,80
2075,WT001W-6HSVSTR-1,40
2076,WT001Q-6HBVXTR-1,250
2076,WT001S-6HBPXTM-1,320
2077,WT001M-6VIVHTR-6,180
2077,WT001Q-6HBVXTR-1,1250
2077,WT001S-6HBPXTM-1,320
2078,WT0003-6QUVLTR-6,30
2078,WT001Q-6HBVXTR-1,750
2078,WT001R-6HBVXTM-1,75
2078,WT001Y-6HSPDTR-1,160
2079,WT001R-6HBVXTM-1,130
2079,WT001S-6HBPXTM-1,100
2080,WT0002-6MOVLTR-6,20
2080,WT0003-6QUVLTR-6,20
2080,WT001I-6L0VHTR-1,40
2080,WT001M-6VIVHTR-6,20
2080,WT001Q-6HBVXTR-1,200
2080,WT001R-6HBVXTM-1,50
2080,WT001S-6HBPXTM-1,200
2080,WT001X-6HSPSTR-1,5
2080,WT0017-6MOVCTR-6,30
2080,WT002M-6MOVCTR-6,20
2080,WT002N-6QUVCTR-6,10
2081,WT001Q-6HBVXTR-1,100
2081,WT001R-6HBVXTM-1,50
2081,WT001S-6HBPXTM-1,100
2082,WT001I-6L0VHTR-1,500
2083,WT000B-6T0VHTR-1,100
2083,WT000G-6L0VHTR-1,100
2083,WT001I-6L0VHTR-1,100
2084,WT001M-6VIVHTR-6,40
2084,WT001R-6HBVXTM-1,75
2084,WT001S-6HBPXTM-1,80
2084,WT0034-7HBVXTR-1,50
2085,WT001S-6HBPXTM-1,50
2086,WT001Y-6HSPDTR-1,50
2087,WT001S-6HBPXTM-1,20
2088,WT0003-6QUVLTR-6,8
2088,WT001M-6VIVHTR-6,10
2089,WT001M-6VIVHTR-6,80
2090,WT0009-6QUVHTR-6,160
2090,WT001S-6HBPXTM-1,80
2090,WT001V-6HSVSTR-3,96
2090,WT001W-6HSVSTR-1,160
2090,WT001X-6HSPSTR-1,25
2091,WT001S-6HBPXTM-1,50
2092,WT0002-6MOVLTR-6,80
2092,WT001Q-6HBVXTR-1,200
2093,WT000B-6T0VHTR-1,2500
2093,WT000G-6L0VHTR-1,3500
2094,WT001M-6VIVHTR-6,80
2094,WT001Q-6HBVXTR-1,1300
2094,WT001W-6HSVSTR-1,60
2095,WT0002-6MOVLTR-6,40
2096,WT0017-6MOVCTR-6,50
2096,WT001G-6P0V2TR-3,160
2096,WT005V-7HDVXTM-1,150
2096,WT005X-7HDDXTR-1,60
2097,WT0003-6QUVLTR-6,20
2097,WT0014-6MIVLTM-6,10
2097,WT003B-7MIVCMB-6,10
2098,WT0002-6MOVLTR-6,10
2098,WT001Q-6HBVXTR-1,25
2098,WT001V-6HSVSTR-3,10
2098,WT001W-6HSVSTR-1,10
2098,WT0018-6QUVCTR-6,10
2098,WT001E-6K2V3TR-6,40
2098,WT002N-6QUVCTR-6,2
2098,WT0033-7L0VHTR-6,30
2099,WT005X-7HDDXTR-1,20
2100,WT0003-6QUVLTR-6,30
2100,WT001Q-6HBVXTR-1,200
2100,WT001V-6HSVSTR-3,12
2100,WT001W-6HSVSTR-1,80
2100,WT001X-6HSPSTR-1,5
2100,WT001Y-6HSPDTR-1,80
2101,WT000G-6L0VHTR-1,200
2101,WT001I-6L0VHTR-1,350
2102,WT0034-7HBVXTR-1,150
2103,WT001O-6HBVXTM-1,100
2104,WT001Q-6HBVXTR-1,50
2105,WT001S-6HBPXTM-1,80
2106,WT0003-6QUVLTR-6,50
2106,WT001Q-6HBVXTR-1,800
2106,WT002N-6QUVCTR-6,210
2107,WT001Q-6HBVXTR-1,900
2107,WT002M-6MOVCTR-6,350
2107,WT002N-6QUVCTR-6,150
2108,WT005V-7HDVXTM-1,500
2109,WT001I-6L0VHTR-1,11800
2110,WT0017-6MOVCTR-6,200
2111,WT0002-6MOVLTR-6,40
2111,WT001M-6VIVHTR-6,20
2111,WT001R-6HBVXTM-1,25
2111,WT001S-6HBPXTM-1,50
2111,WT001V-6HSVSTR-3,12
2111,WT001X-6HSPSTR-1,5
2111,WT001Y-6HSPDTR-1,80
2111,WT0017-6MOVCTR-6,10
2111,WT0018-6QUVCTR-6,10
2112,WT001S-6HBPXTM-1,80
2113,WT000G-6L0VHTR-1,300
2114,WT000G-6L0VHTR-1,200
2114,WT001I-6L0VHTR-1,200
2115,WT0003-6QUVLTR-6,30
2115,WT001M-6VIVHTR-6,40
2115,WT001Q-6HBVXTR-1,100
2115,WT001R-6HBVXTM-1,75
2115,WT001V-6HSVSTR-3,12
2115,WT001W-6HSVSTR-1,50
2115,WT001X-6HSPSTR-1,5
2116,WT001Q-6HBVXTR-1,80
2116,WT001S-6HBPXTM-1,20
2116,WT001V-6HSVSTR-3,20
2116,WT001W-6HSVSTR-1,20
2117,WT001S-6HBPXTM-1,50
