NO,store_delivery_code,delivery_date,store_name,product_code,stock_code,product_name,amount,unit_price,order_sts
933,FDEL_191023_0122_NORM,2023-10-19,CÔNG TY TNHH TM & DV CHI?N HOA,WT001I-6L0VHTR-1,FBT-L05F1R-N4BWHT,Vòi h? Zemart L501B (f21). Màu tr?ng,1000,23000,Hoàn t?t
934,FDEL_191023_0122_NORM,2023-10-19,CÔNG TY TNHH TM & DV CHI?N HOA,WT001M-6VIVHTR-6,FBT-XQ7F11-1WPWHT (FBT-XQ7F11-0WPWHT),Vòi h? Victoria 2 ??u v?n 701 (c? sen). Màu tr?ng,40,164000,Hoàn t?t
935,FDEL_271123_0131_NORM,2023-11-27,??I LÝ NH?A BÌNH MINH THU?N LOAN ( ?óNG BAO G?N CHO CH? ),VG004V_21HKVCMB_1,VG77-2T,"Van VG77-2T-SS008 b?ng thép không g?, hi?u Vandguard",20,65000,Hoàn t?t
936,FDEL_271123_0131_NORM,2023-11-27,??I LÝ NH?A BÌNH MINH THU?N LOAN ( ?óNG BAO G?N CHO CH? ),VG0002_21INVCST_1,VG77-SI,"Vòi r?a chén âm ch?u VG77-SI, b?ng thép không g?, hi?u Vandguard",12,170000,Hoàn t?t
937,FDEL_271123_0131_NORM,2023-11-27,??I LÝ NH?A BÌNH MINH THU?N LOAN ( ?óNG BAO G?N CHO CH? ),VG0003_21INVHST_1,VG77-HB,"Vòi h? VG77-HB, b?ng thép không g?, hi?u Vandguard",12,120000,Hoàn t?t
938,FDEL_271123_0131_NORM,2023-11-27,??I LÝ NH?A BÌNH MINH THU?N LOAN ( ?óNG BAO G?N CHO CH? ),VG0004_21INVLST_1,VG77-BI,"Vòi lavabo VG77-BI, b?ng thép không g?, hi?u Vandguard",18,200000,Hoàn t?t
939,FDEL_271123_0131_NORM,2023-11-27,??I LÝ NH?A BÌNH MINH THU?N LOAN ( ?óNG BAO G?N CHO CH? ),VG0005_21INPSST_1,VG77-TW,"Vòi h? 2 ??u g?t VG77-TW, b?ng thép không g?, hi?u Vandguard",18,240000,Hoàn t?t
940,FDEL_271123_0137_NORM,2023-11-27,CH SÁU M?N,WT001I-6L0VHTR-1,FBT-L05F1R-N4BWHT,Vòi h? Zemart L501B (f21). Màu tr?ng,100,23000,Hoàn t?t
941,FDEL_271123_0137_NORM,2023-11-27,CH SÁU M?N,WT005Y-8PKDT-1,FSH-H00010-0WPWHT,"Dây sen 102 (1,5m) b?ng plastic ch?t li?u nh?a ABS. Màu tr?ng",20,74000,Hoàn t?t
942,FDEL_271123_0137_NORM,2023-11-27,CH SÁU M?N,WT0018-6QUVCTR-6,FST-QS2F31-1WPWHT,Vòi r?a chén âm ch?u tay g?t Quatro b?ng plastic. Màu tr?ng,10,195000,Hoàn t?t
943,FDEL_271123_0140_NORM,2023-11-27,?I?N N??C 320,WT00HA-7L0VHTR-6,FBT-L08F51-0WBWHT,Vòi h? L805B b?ng plastic. Màu tr?ng,50,23000,Hoàn t?t
944,FDEL_271123_0140_NORM,2023-11-27,?I?N N??C 320,WT001N-6MOVHTR-6,FBT-MQ7F11-0WPWHT,Vòi h? Monaco 2 ??u v?n 701 (c? sen). Màu tr?ng,10,187000,Hoàn t?t
945,FDEL_271123_0140_NORM,2023-11-27,?I?N N??C 320,WT000G-6L0VHTR-1,FBT-L05F21-04BWHT (FBT-L05F2R-N4BWHT),Vòi h? Zemart L502B (f27),50,22000,Hoàn t?t
946,FDEL_271123_0140_NORM,2023-11-27,?I?N N??C 320,WT011Z-6HSPDTR-1,FHC-R11240-1WPWHT,Dây c?p PVC RI 24in (6 t?c) b?ng plastics,8,50000,Hoàn t?t
947,FDEL_271123_0139_NORM,2023-11-27,LAN - CH HI?U - 0902921621,WT00HA-7L0VHTR-6,FBT-L08F51-0WBWHT,Vòi h? L805B b?ng plastic. Màu tr?ng,100,23000,Hoàn t?t
948,FDEL_271123_0139_NORM,2023-11-27,LAN - CH HI?U - 0902921621,WT011Q-6HBVXTR-1,FHF-HB3010-0WPWHT,Vòi x?t v? sinh Vitus 301 b?ng plastic. Màu tr?ng,8,116000,Hoàn t?t
949,FDEL_281123_0149_NORM,2023-11-28,NHà PHâN PH?I ANH Tú,WT011Q-6HBVXTR-1,FHF-HB3010-0WPWHT,Vòi x?t v? sinh Vitus 301 b?ng plastic. Màu tr?ng,20,116000,Hoàn t?t
950,FDEL_281123_0149_NORM,2023-11-28,NHà PHâN PH?I ANH Tú,WT001N-6MOVHTR-6,FBT-MQ7F11-0WPWHT,Vòi h? Monaco 2 ??u v?n 701 (c? sen). Màu tr?ng,5,187000,Hoàn t?t
951,FDEL_281123_0149_NORM,2023-11-28,NHà PHâN PH?I ANH Tú,WT011W-6HSVSTR-1,FSH-HS3F1H-0WPWHT,B? vòi sen 301 b?ng plastic. Màu tr?ng,20,130000,Hoàn t?t
952,FDEL_071023_0057_NORM,2023-10-07,CH BÍCH H?NG,WT001S-6HBPXTM-1,FHF-HB3120-NWBWHC,??u x?t v? sinh 312,40,79000,Hoàn t?t
953,FDEL_071023_0058_NORM,2023-10-07,CH BÍCH H?NG,WT001S-6HBPXTM-1,FHF-HB3120-NWBWHC,??u x?t v? sinh 312,9,79000,Hoàn t?t
954,FDEL_071023_0058_NORM,2023-10-07,CH BÍCH H?NG,WT001K-6L2VHTR-6,FBT-L26F11-0WPWHT,Vòi h? 2 ??u g?t L601B1/2B (c? sen). Màu tr?ng,20,79000,Hoàn t?t
955,FDEL_071023_0058_NORM,2023-10-07,CH BÍCH H?NG,WT005Y-8PKDT-1,FSH-H00010-0WPWHT,"Dây sen 102 (1,5m) b?ng plastic ch?t li?u nh?a ABS. Màu tr?ng",20,74000,Hoàn t?t
956,FDEL_231023_0136_NORM,2023-10-23,CH BÍCH H?NG,WT011Q-6HBVXTR-1,FHF-HB3010-0WPWHT,Vòi x?t v? sinh Vitus 301 b?ng plastic. Màu tr?ng,10,116000,Hoàn t?t
957,FDEL_231023_0136_NORM,2023-10-23,CH BÍCH H?NG,WT001K-6L2VHTR-6,FBT-L26F11-0WPWHT,Vòi h? 2 ??u g?t L601B1/2B (c? sen). Màu tr?ng,10,79000,Hoàn t?t
958,FDEL_231023_0136_NORM,2023-10-23,CH BÍCH H?NG,WT011Z-6HSPDTR-1,FHC-R11240-1WPWHT,Dây c?p PVC RI 24in (6 t?c) b?ng plastics,50,50000,Hoàn t?t
959,FDEL_071123_0035_NORM,2023-11-07,CH BÍCH H?NG,WT00HA-7L0VHTR-6,FBT-L08F51-0WBWHT,Vòi h? L805B b?ng plastic. Màu tr?ng,120,23000,Hoàn t?t
960,FDEL_071123_0035_NORM,2023-11-07,CH BÍCH H?NG,WT0003-6QUVLTR-6,FPT-QB2F12-0QPWHT (FPT-QB2F12-1WPWHT),Vòi lavabo tay g?t Quatro Q201,40,108000,Hoàn t?t
961,FDEL_071123_0035_NORM,2023-11-07,CH BÍCH H?NG,WT0018-6QUVCTR-6,FST-QS2F31-1WPWHT,Vòi r?a chén âm ch?u tay g?t Quatro b?ng plastic. Màu tr?ng,20,195000,Hoàn t?t
962,FDEL_071123_0035_NORM,2023-11-07,CH BÍCH H?NG,WT011Q-6HBVXTR-1,FHF-HB3010-0WPWHT,Vòi x?t v? sinh Vitus 301 b?ng plastic. Màu tr?ng,30,116000,Hoàn t?t
963,FDEL_071123_0035_NORM,2023-11-07,CH BÍCH H?NG,WT0009-6QUVHTR-6,FBT-Q03F11-0WPWHT,Vòi h? tay g?t Quatro Q301 (tr?ng),10,78000,Hoàn t?t
964,FDEL_071123_0035_NORM,2023-11-07,CH BÍCH H?NG,WT001G-6P0V2TR-3,FVR-P05F10-1WPWHT (FVR-P0501-WPWHT),Van Pico 2 ??u - 501B,20,54000,Hoàn t?t
965,FDEL_141123_0077_NORM,2023-11-14,CH BÍCH H?NG,WT005Y-8PKDT-1,FSH-H00010-0WPWHT,"Dây sen 102 (1,5m) b?ng plastic ch?t li?u nh?a ABS. Màu tr?ng",20,74000,Hoàn t?t
966,FDEL_141123_0077_NORM,2023-11-14,CH BÍCH H?NG,WT002N-6QUVCTR-6,FWT-QS1F30-0QPWHT (FWT-QS1F30-1WPWHT),Vòi r?a chén âm t??ng tay g?t Quatro 103,10,182000,Hoàn t?t
967,FDEL_141123_0077_NORM,2023-11-14,CH BÍCH H?NG,WT001M-6VIVHTR-6,FBT-XQ7F11-1WPWHT (FBT-XQ7F11-0WPWHT),Vòi h? Victoria 2 ??u v?n 701 (c? sen). Màu tr?ng,10,164000,Hoàn t?t
968,FDEL_251123_0129_NORM,2023-11-25,CH BÍCH H?NG,WT011Z-6HSPDTR-1,FHC-R11240-1WPWHT,Dây c?p PVC RI 24in (6 t?c) b?ng plastics,50,50000,Hoàn t?t
969,FDEL_251123_0129_NORM,2023-11-25,CH BÍCH H?NG,WT0009-6QUVHTR-6,FBT-Q03F11-0WPWHT,Vòi h? tay g?t Quatro Q301 (tr?ng),10,78000,Hoàn t?t
970,FDEL_251123_0129_NORM,2023-11-25,CH BÍCH H?NG,WT011Q-6HBVXTR-1,FHF-HB3010-0WPWHT,Vòi x?t v? sinh Vitus 301 b?ng plastic. Màu tr?ng,10,116000,Hoàn t?t
971,FDEL_261023_0165_NORM,2023-10-26,C?A HÀNG ?NG N??C T?N H?NG,WT011Q-6HBVXTR-1,FHF-HB3010-0WPWHT,Vòi x?t v? sinh Vitus 301 b?ng plastic. Màu tr?ng,80,116000,Hoàn t?t
972,FDEL_261023_0165_NORM,2023-10-26,C?A HÀNG ?NG N??C T?N H?NG,WT001M-6VIVHTR-6,FBT-XQ7F11-1WPWHT (FBT-XQ7F11-0WPWHT),Vòi h? Victoria 2 ??u v?n 701 (c? sen). Màu tr?ng,20,164000,Hoàn t?t
973,FDEL_261023_0165_NORM,2023-10-26,C?A HÀNG ?NG N??C T?N H?NG,WT001G-6P0V2TR-3,FVR-P05F10-1WPWHT (FVR-P0501-WPWHT),Van Pico 2 ??u - 501B,80,54000,Hoàn t?t
974,FDEL_261023_0165_NORM,2023-10-26,C?A HÀNG ?NG N??C T?N H?NG,WT011Z-6HSPDTR-1,FHC-R11240-1WPWHT,Dây c?p PVC RI 24in (6 t?c) b?ng plastics,60,50000,Hoàn t?t
975,FDEL_261023_0166_NORM,2023-10-26,C?A HÀNG ?NG N??C T?N H?NG,WT0017-6MOVCTR-6,FST-MS2F31-1WPWHT (FST-MS2F31-0WPWHT),Vòi r?a chén âm ch?u tay v?n Monaco 203 M b?ng plastic. Màu tr?ng,16,189000,Hoàn t?t
976,FDEL_201123_0100_NORM,2023-11-20,C?A HÀNG ?NG N??C T?N H?NG,WT011Q-6HBVXTR-1,FHF-HB3010-0WPWHT,Vòi x?t v? sinh Vitus 301 b?ng plastic. Màu tr?ng,80,116000,Hoàn t?t
977,FDEL_201123_0100_NORM,2023-11-20,C?A HÀNG ?NG N??C T?N H?NG,WT011W-6HSVSTR-1,FSH-HS3F1H-0WPWHT,B? vòi sen 301 b?ng plastic. Màu tr?ng,30,130000,Hoàn t?t
978,FDEL_201123_0100_NORM,2023-11-20,C?A HÀNG ?NG N??C T?N H?NG,WT0070-8VIVCTR-6,FST-XQ2F11-1WPWHT (FST-XQ2F11-0WPWHT),Vòi r?a chén âm ch?u tay v?n XQ201,20,192000,Hoàn t?t
979,FDEL_281123_0147_NORM,2023-11-28,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),WT011U-6HBVXTX-1,FHF-HB2010-0WP2WG,Dây x?t v? sinh tr?ng xám Vitus 201,30,144000,Hoàn t?t
980,FDEL_281123_0147_NORM,2023-11-28,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),WT011P-6HBVXMT-1,FHF-HB2010-01LTIC,Dây x?t v? sinh b?c Vitus 201 (V?),30,260000,Hoàn t?t
981,FDEL_281123_0147_NORM,2023-11-28,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),WT011V-6HSVSTR-3,FSH-HS0F1-WLWHT,B? vòi sen 102 b?ng plastic. Màu tr?ng,25,199000,Hoàn t?t
982,FDEL_281123_0145_NORM,2023-11-28,PHú L?C ( HàNG XANH ),WT011P-6HBVXMT-1,FHF-HB2010-01LTIC,Dây x?t v? sinh b?c Vitus 201 (V?),20,260000,Hoàn t?t
983,FDEL_281123_0148_NORM,2023-11-28,NH?T VY,WT001N-6MOVHTR-6,FBT-MQ7F11-0WPWHT,Vòi h? Monaco 2 ??u v?n 701 (c? sen). Màu tr?ng,6,187000,Hoàn t?t
984,FDEL_281123_0148_NORM,2023-11-28,NH?T VY,WT0063-8MOLVTR-6,FPT-MB6F10-0WPWHT,Vòi lavabo Monaco tay v?n B601.Màu tr?ng,19,111000,Hoàn t?t
985,FDEL_281123_0148_NORM,2023-11-28,NH?T VY,WT011V-6HSVSTR-3,FSH-HS0F1-WLWHT,B? vòi sen 102 b?ng plastic. Màu tr?ng,6,199000,Hoàn t?t
986,FDEL_271123_0134_NORM,2023-11-27,CH HOÀNG D?NG,WT0063-8MOLVTR-6,FPT-MB6F10-0WPWHT,Vòi lavabo Monaco tay v?n B601.Màu tr?ng,10,111000,Hoàn t?t
987,FDEL_271123_0134_NORM,2023-11-27,CH HOÀNG D?NG,WT011Z-6HSPDTR-1,FHC-R11240-1WPWHT,Dây c?p PVC RI 24in (6 t?c) b?ng plastics,40,50000,Hoàn t?t
988,FDEL_271123_0134_NORM,2023-11-27,CH HOÀNG D?NG,WT0018-6QUVCTR-6,FST-QS2F31-1WPWHT,Vòi r?a chén âm ch?u tay g?t Quatro b?ng plastic. Màu tr?ng,20,195000,Hoàn t?t
989,FDEL_271123_0134_NORM,2023-11-27,CH HOÀNG D?NG,WT011X-6HSPSTR-1,FKS-X07F11-0WLWHT,B? tay sen X701,5,329000,Hoàn t?t
990,FDEL_271123_0134_NORM,2023-11-27,CH HOÀNG D?NG,WT001N-6MOVHTR-6,FBT-MQ7F11-0WPWHT,Vòi h? Monaco 2 ??u v?n 701 (c? sen). Màu tr?ng,10,187000,Hoàn t?t
991,FDEL_271123_0134_NORM,2023-11-27,CH HOÀNG D?NG,WT001M-6VIVHTR-6,FBT-XQ7F11-1WPWHT (FBT-XQ7F11-0WPWHT),Vòi h? Victoria 2 ??u v?n 701 (c? sen). Màu tr?ng,10,164000,Hoàn t?t
992,FDEL_271123_0134_NORM,2023-11-27,CH HOÀNG D?NG,WT001K-6L2VHTR-6,FBT-L26F11-0WPWHT,Vòi h? 2 ??u g?t L601B1/2B (c? sen). Màu tr?ng,10,79000,Hoàn t?t
993,FDEL_271123_0134_NORM,2023-11-27,CH HOÀNG D?NG,WT011R-6HBVXTM-1,FHF-HB3110-01LWHC,Vòi x?t v? sinh Vanoz 311 b?ng plastic. Màu tr?ng b?c,20,182000,Hoàn t?t
994,FDEL_271123_0135_NORM,2023-11-27,TI?M S?N HI?N,WT001N-6MOVHTR-6,FBT-MQ7F11-0WPWHT,Vòi h? Monaco 2 ??u v?n 701 (c? sen). Màu tr?ng,10,187000,Hoàn t?t
995,FDEL_271123_0135_NORM,2023-11-27,TI?M S?N HI?N,WT002N-6QUVCTR-6,FWT-QS1F30-0QPWHT (FWT-QS1F30-1WPWHT),Vòi r?a chén âm t??ng tay g?t Quatro 103,5,182000,Hoàn t?t
996,FDEL_271123_0135_NORM,2023-11-27,TI?M S?N HI?N,WT0018-6QUVCTR-6,FST-QS2F31-1WPWHT,Vòi r?a chén âm ch?u tay g?t Quatro b?ng plastic. Màu tr?ng,5,195000,Hoàn t?t
997,FDEL_271123_0135_NORM,2023-11-27,TI?M S?N HI?N,WT011U-6HBVXTX-1,FHF-HB2010-0WP2WG,Dây x?t v? sinh tr?ng xám Vitus 201,10,144000,Hoàn t?t
998,FDEL_271123_0135_NORM,2023-11-27,TI?M S?N HI?N,WT011W-6HSVSTR-1,FSH-HS3F1H-0WPWHT,B? vòi sen 301 b?ng plastic. Màu tr?ng,5,130000,Hoàn t?t
999,FDEL_191023_0121_NORM,2023-10-19,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT0063-8MOLVTR-6,FPT-MB6F10-0WPWHT,Vòi lavabo Monaco tay v?n B601.Màu tr?ng,40,111000,Hoàn t?t
1000,FDEL_191023_0121_NORM,2023-10-19,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT0003-6QUVLTR-6,FPT-QB2F12-0QPWHT (FPT-QB2F12-1WPWHT),Vòi lavabo tay g?t Quatro Q201,40,108000,Hoàn t?t
1001,FDEL_191023_0121_NORM,2023-10-19,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT0018-6QUVCTR-6,FST-QS2F31-1WPWHT,Vòi r?a chén âm ch?u tay g?t Quatro b?ng plastic. Màu tr?ng,42,195000,Hoàn t?t
1002,FDEL_191023_0121_NORM,2023-10-19,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT001O-6HBVXTM-1,FHF-HB2010-01LWHC,Vòi x?t v? sinh Vitus 201 Tr?ng b?c,5,268000,Hoàn t?t
1003,FDEL_191023_0121_NORM,2023-10-19,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT011V-6HSVSTR-3,FSH-HS0F1-WLWHT,B? vòi sen 102 b?ng plastic. Màu tr?ng,10,199000,Hoàn t?t
1004,FDEL_191023_0121_NORM,2023-10-19,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT001M-6VIVHTR-6,FBT-XQ7F11-1WPWHT (FBT-XQ7F11-0WPWHT),Vòi h? Victoria 2 ??u v?n 701 (c? sen). Màu tr?ng,15,164000,Hoàn t?t
1005,FDEL_091123_0051_NORM,2023-11-09,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT003A-7KAVCTM-6,FST-N01030-0WXWHC,Vòi r?a chén âm ch?u cao c?p tr?ng chrome (Katana),5,244000,Hoàn t?t
1006,FDEL_091123_0051_NORM,2023-11-09,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT00HA-7L0VHTR-6,FBT-L08F51-0WBWHT,Vòi h? L805B b?ng plastic. Màu tr?ng,120,23000,Hoàn t?t
1007,FDEL_091123_0051_NORM,2023-11-09,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT011Z-6HSPDTR-1,FHC-R11240-1WPWHT,Dây c?p PVC RI 24in (6 t?c) b?ng plastics,50,50000,Hoàn t?t
1008,FDEL_091123_0051_NORM,2023-11-09,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT002K-6MOV3TR-6,FVF-M15EC0-1WPWHT,Van Monaco 3 ??u - M+F 15E. Màu tr?ng,80,102000,Hoàn t?t
1009,FDEL_091123_0051_NORM,2023-11-09,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT0003-6QUVLTR-6,FPT-QB2F12-0QPWHT (FPT-QB2F12-1WPWHT),Vòi lavabo tay g?t Quatro Q201,10,108000,Hoàn t?t
1010,FDEL_211123_0104_NORM,2023-11-21,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT011R-6HBVXTM-1,FHF-HB3110-01LWHC,Vòi x?t v? sinh Vanoz 311 b?ng plastic. Màu tr?ng b?c,40,182000,Hoàn t?t
1011,FDEL_211123_0104_NORM,2023-11-21,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT011Q-6HBVXTR-1,FHF-HB3010-0WPWHT,Vòi x?t v? sinh Vitus 301 b?ng plastic. Màu tr?ng,94,116000,Hoàn t?t
1012,FDEL_211123_0104_NORM,2023-11-21,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT012U-6HDVXTX-1,FHF-HB4010-0WPWHG,Dây x?t v? sinh Vitus 401 tr?ng xám (b?c),5,122000,Hoàn t?t
1013,FDEL_211123_0104_NORM,2023-11-21,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),WT002K-6MOV3TR-6,FVF-M15EC0-1WPWHT,Van Monaco 3 ??u - M+F 15E. Màu tr?ng,40,102000,Hoàn t?t
1014,FDEL_251123_0128_NORM,2023-11-25,CH TH?Y VÂN,WT00HA-7L0VHTR-6,FBT-L08F51-0WBWHT,Vòi h? L805B b?ng plastic. Màu tr?ng,135,23000,Hoàn t?t
1015,FDEL_271123_0141_NORM,2023-11-27,C?A HÀNG PHÚC LÂM,WT0134-7HBVXTR-1,FHF-HB5010-0WPWHT,Vòi x?t v? sinh Valiox 501 b?ng plastic. Màu tr?ng,15,88000,Hoàn t?t
1016,FDEL_271123_0141_NORM,2023-11-27,C?A HÀNG PHÚC LÂM,WT011Q-6HBVXTR-1,FHF-HB3010-0WPWHT,Vòi x?t v? sinh Vitus 301 b?ng plastic. Màu tr?ng,15,116000,Hoàn t?t
1017,FDEL_271123_0141_NORM,2023-11-27,C?A HÀNG PHÚC LÂM,WT012U-6HDVXTX-1,FHF-HB4010-0WPWHG,Dây x?t v? sinh Vitus 401 tr?ng xám (b?c),15,122000,Hoàn t?t
1018,FDEL_271123_0141_NORM,2023-11-27,C?A HÀNG PHÚC LÂM,WT011U-6HBVXTX-1,FHF-HB2010-0WP2WG,Dây x?t v? sinh tr?ng xám Vitus 201,10,144000,Hoàn t?t
1019,FDEL_271123_0141_NORM,2023-11-27,C?A HÀNG PHÚC LÂM,WT0005-6CAVHTR-6,FBT-C03F11-1WBWHT( FBT-C03F11-0WBWHT),Vòi h? tay v?n Pico Capri 301 C,10,78000,Hoàn t?t
1020,FDEL_271123_0141_NORM,2023-11-27,C?A HÀNG PHÚC LÂM,WT001S-6HBPXTM-1,FHF-HB3120-NWBWHC,??u x?t v? sinh 312,10,79000,Hoàn t?t
1021,FDEL_271123_0141_NORM,2023-11-27,C?A HÀNG PHÚC LÂM,WT005Y-8PKDT-1,FSH-H00010-0WPWHT,"Dây sen 102 (1,5m) b?ng plastic ch?t li?u nh?a ABS. Màu tr?ng",30,74000,Hoàn t?t
1022,FDEL_231123_0119_NORM,2023-11-23,CH PH??C L?I (XH? TR?N TH? NHÂN),VG0003_21INVHST_1,VG77-HB,"Vòi h? VG77-HB, b?ng thép không g?, hi?u Vandguard",20,120000,Hoàn t?t
1023,FDEL_231123_0119_NORM,2023-11-23,CH PH??C L?I (XH? TR?N TH? NHÂN),VG0004_21INVLST_1,VG77-BI,"Vòi lavabo VG77-BI, b?ng thép không g?, hi?u Vandguard",5,200000,Hoàn t?t
1024,FDEL_231123_0119_NORM,2023-11-23,CH PH??C L?I (XH? TR?N TH? NHÂN),IS0043-22INVCMB_1,1000FI,Vòi chén âm ch?u 1000FI màu b?c ISANO,5,350000,Hoàn t?t
1025,FDEL_231123_0118_NORM,2023-11-23,CH PH??C L?I (XH? TR?N TH? NHÂN),WT00HA-7L0VHTR-6,FBT-L08F51-0WBWHT,Vòi h? L805B b?ng plastic. Màu tr?ng,20,23000,Hoàn t?t
1026,FDEL_231123_0118_NORM,2023-11-23,CH PH??C L?I (XH? TR?N TH? NHÂN),WT011Q-6HBVXTR-1,FHF-HB3010-0WPWHT,Vòi x?t v? sinh Vitus 301 b?ng plastic. Màu tr?ng,10,116000,Hoàn t?t
1027,FDEL_271123_0133_NORM,2023-11-27,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),WT011W-6HSVSTR-1,FSH-HS3F1H-0WPWHT,B? vòi sen 301 b?ng plastic. Màu tr?ng,50,130000,Hoàn t?t
1028,FDEL_271123_0133_NORM,2023-11-27,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),WT0063-8MOLVTR-6,FPT-MB6F10-0WPWHT,Vòi lavabo Monaco tay v?n B601.Màu tr?ng,25,111000,Hoàn t?t
1029,FDEL_271123_0133_NORM,2023-11-27,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),WT002K-6MOV3TR-6,FVF-M15EC0-1WPWHT,Van Monaco 3 ??u - M+F 15E. Màu tr?ng,40,102000,Hoàn t?t
1030,FDEL_271123_0133_NORM,2023-11-27,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),WT011P-6HBVXMT-1,FHF-HB2010-01LTIC,Dây x?t v? sinh b?c Vitus 201 (V?),10,260000,Hoàn t?t
1031,FDEL_241123_0126_NORM,2023-11-24,V?N PHÁT,WT011Q-6HBVXTR-1,FHF-HB3010-0WPWHT,Vòi x?t v? sinh Vitus 301 b?ng plastic. Màu tr?ng,30,116000,Hoàn t?t
1032,FDEL_241123_0126_NORM,2023-11-24,V?N PHÁT,WT011R-6HBVXTM-1,FHF-HB3110-01LWHC,Vòi x?t v? sinh Vanoz 311 b?ng plastic. Màu tr?ng b?c,40,182000,Hoàn t?t
1033,FDEL_241123_0126_NORM,2023-11-24,V?N PHÁT,WT001O-6HBVXTM-1,FHF-HB2010-01LWHC,Vòi x?t v? sinh Vitus 201 Tr?ng b?c,10,268000,Hoàn t?t
1034,FDEL_241123_0126_NORM,2023-11-24,V?N PHÁT,WT011P-6HBVXMT-1,FHF-HB2010-01LTIC,Dây x?t v? sinh b?c Vitus 201 (V?),10,260000,Hoàn t?t
1035,FDEL_241123_0126_NORM,2023-11-24,V?N PHÁT,WT001S-6HBPXTM-1,FHF-HB3120-NWBWHC,??u x?t v? sinh 312,55,79000,Hoàn t?t
1036,FDEL_241123_0126_NORM,2023-11-24,V?N PHÁT,WT011Z-6HSPDTR-1,FHC-R11240-1WPWHT,Dây c?p PVC RI 24in (6 t?c) b?ng plastics,20,50000,Hoàn t?t
1037,FDEL_241123_0126_NORM,2023-11-24,V?N PHÁT,WT005Y-8PKDT-1,FSH-H00010-0WPWHT,"Dây sen 102 (1,5m) b?ng plastic ch?t li?u nh?a ABS. Màu tr?ng",20,74000,Hoàn t?t
1038,FDEL_241123_0123_NORM,2023-11-24,CH THU?N H?NG - KIÊN GIANG (?ÓNG BAO),WT011W-6HSVSTR-1,FSH-HS3F1H-0WPWHT,B? vòi sen 301 b?ng plastic. Màu tr?ng,50,130000,Hoàn t?t
1039,FDEL_241123_0123_NORM,2023-11-24,CH THU?N H?NG - KIÊN GIANG (?ÓNG BAO),WT011R-6HBVXTM-1,FHF-HB3110-01LWHC,Vòi x?t v? sinh Vanoz 311 b?ng plastic. Màu tr?ng b?c,80,182000,Hoàn t?t
1040,FDEL_241123_0123_NORM,2023-11-24,CH THU?N H?NG - KIÊN GIANG (?ÓNG BAO),WT011U-6HBVXTX-1,FHF-HB2010-0WP2WG,Dây x?t v? sinh tr?ng xám Vitus 201,15,144000,Hoàn t?t
1041,FDEL_241123_0123_NORM,2023-11-24,CH THU?N H?NG - KIÊN GIANG (?ÓNG BAO),WT011T-6HBVXTK-1,FHF-HB2010-0WP2WV,Dây x?t v? sinh tr?ng kem Vitus 201,5,144000,Hoàn t?t
1042,FDEL_241123_0123_NORM,2023-11-24,CH THU?N H?NG - KIÊN GIANG (?ÓNG BAO),WT011X-6HSPSTR-1,FKS-X07F11-0WLWHT,B? tay sen X701,24,329000,Hoàn t?t
1043,FDEL_241123_0123_NORM,2023-11-24,CH THU?N H?NG - KIÊN GIANG (?ÓNG BAO),WT005Y-8PKDT-1,FSH-H00010-0WPWHT,"Dây sen 102 (1,5m) b?ng plastic ch?t li?u nh?a ABS. Màu tr?ng",40,74000,Hoàn t?t
1044,FDEL_221123_0113_NORM,2023-11-22,CH KIM ?I?N,WT011W-6HSVSTR-1,FSH-HS3F1H-0WPWHT,B? vòi sen 301 b?ng plastic. Màu tr?ng,20,130000,Hoàn t?t
